sample,duration_ns,component_pages_allocated,directories_allocated,component_values_copied,directory_entries_copied,candidate_bodies_scanned,changed_bodies
802,5100,4,2,256,314,100,100
803,5100,4,2,256,314,100,100
804,5200,4,2,256,314,100,100
805,5100,4,2,256,314,100,100
806,5100,4,2,256,314,100,100
807,5000,4,2,256,314,100,100
808,5100,4,2,256,314,100,100
809,5100,4,2,256,314,100,100
810,5200,4,2,256,314,100,100
811,5100,4,2,256,314,100,100
812,5100,4,2,256,314,100,100
813,5100,4,2,256,314,100,100
814,5200,4,2,256,314,100,100
815,5100,4,2,256,314,100,100
816,5300,4,2,256,314,100,100
817,5100,4,2,256,314,100,100
818,5200,4,2,256,314,100,100
819,5100,4,2,256,314,100,100
820,5100,4,2,256,314,100,100
821,5100,4,2,256,314,100,100
822,5100,4,2,256,314,100,100
823,5100,4,2,256,314,100,100
824,5100,4,2,256,314,100,100
825,5100,4,2,256,314,100,100
826,5200,4,2,256,314,100,100
827,5100,4,2,256,314,100,100
828,5100,4,2,256,314,100,100
829,5100,4,2,256,314,100,100
830,5100,4,2,256,314,100,100
831,5100,4,2,256,314,100,100
832,5100,4,2,256,314,100,100
833,5100,4,2,256,314,100,100
834,5200,4,2,256,314,100,100
835,5200,4,2,256,314,100,100
836,5200,4,2,256,314,100,100
837,5100,4,2,256,314,100,100
838,5200,4,2,256,314,100,100
839,5100,4,2,256,314,100,100
840,5200,4,2,256,314,100,100
841,5100,4,2,256,314,100,100
842,5200,4,2,256,314,100,100
843,5100,4,2,256,314,100,100
844,5200,4,2,256,314,100,100
845,5100,4,2,256,314,100,100
846,5200,4,2,256,314,100,100
847,5100,4,2,256,314,100,100
848,5100,4,2,256,314,100,100
849,5100,4,2,256,314,100,100
850,5200,4,2,256,314,100,100
851,5000,4,2,256,314,100,100
852,5100,4,2,256,314,100,100
853,5100,4,2,256,314,100,100
854,5200,4,2,256,314,100,100
855,21800,4,2,256,314,100,100
856,7100,4,2,256,314,100,100
857,5700,4,2,256,314,100,100
858,5400,4,2,256,314,100,100
859,5200,4,2,256,314,100,100
860,5300,4,2,256,314,100,100
861,5300,4,2,256,314,100,100
862,5200,4,2,256,314,100,100
863,5200,4,2,256,314,100,100
864,5400,4,2,256,314,100,100
865,5100,4,2,256,314,100,100
866,5100,4,2,256,314,100,100
867,5200,4,2,256,314,100,100
868,5100,4,2,256,314,100,100
869,5200,4,2,256,314,100,100
870,5200,4,2,256,314,100,100
871,5100,4,2,256,314,100,100
872,5200,4,2,256,314,100,100
873,5200,4,2,256,314,100,100
874,5200,4,2,256,314,100,100
875,5000,4,2,256,314,100,100
876,5200,4,2,256,314,100,100
877,5100,4,2,256,314,100,100
878,5300,4,2,256,314,100,100
879,5100,4,2,256,314,100,100
880,5200,4,2,256,314,100,100
881,5100,4,2,256,314,100,100
882,5100,4,2,256,314,100,100
883,5100,4,2,256,314,100,100
884,5200,4,2,256,314,100,100
885,5000,4,2,256,314,100,100
886,5200,4,2,256,314,100,100
887,5200,4,2,256,314,100,100
888,5200,4,2,256,314,100,100
889,5200,4,2,256,314,100,100
890,12500,4,2,256,314,100,100
891,5300,4,2,256,314,100,100
892,5200,4,2,256,314,100,100
893,5100,4,2,256,314,100,100
894,5000,4,2,256,314,100,100
895,5000,4,2,256,314,100,100
896,4900,4,2,256,314,100,100
897,4900,4,2,256,314,100,100
898,6300,4,2,256,314,100,100
899,6200,4,2,256,314,100,100
900,6200,4,2,256,314,100,100
901,6200,4,2,256,314,100,100
902,6200,4,2,256,314,100,100
903,6200,4,2,256,314,100,100
904,6100,4,2,256,314,100,100
905,6200,4,2,256,314,100,100
906,6400,4,2,256,314,100,100
907,6200,4,2,256,314,100,100
908,6200,4,2,256,314,100,100
909,6200,4,2,256,314,100,100
910,6300,4,2,256,314,100,100
911,6200,4,2,256,314,100,100
912,6200,4,2,256,314,100,100
913,6200,4,2,256,314,100,100
914,6100,4,2,256,314,100,100
915,6200,4,2,256,314,100,100
916,6200,4,2,256,314,100,100
917,6100,4,2,256,314,100,100
918,6300,4,2,256,314,100,100
919,6100,4,2,256,314,100,100
920,6200,4,2,256,314,100,100
921,6100,4,2,256,314,100,100
922,6100,4,2,256,314,100,100
923,6100,4,2,256,314,100,100
924,6100,4,2,256,314,100,100
925,6200,4,2,256,314,100,100
926,6200,4,2,256,314,100,100
927,6300,4,2,256,314,100,100
928,6200,4,2,256,314,100,100
929,6300,4,2,256,314,100,100
930,6200,4,2,256,314,100,100
931,6200,4,2,256,314,100,100
932,6200,4,2,256,314,100,100
933,6100,4,2,256,314,100,100
934,6200,4,2,256,314,100,100
935,6200,4,2,256,314,100,100
936,6300,4,2,256,314,100,100
937,6200,4,2,256,314,100,100
938,6200,4,2,256,314,100,100
939,6200,4,2,256,314,100,100
940,6200,4,2,256,314,100,100
941,6200,4,2,256,314,100,100
942,6200,4,2,256,314,100,100
943,6200,4,2,256,314,100,100
944,6300,4,2,256,314,100,100
945,6400,4,2,256,314,100,100
946,6200,4,2,256,314,100,100
947,6200,4,2,256,314,100,100
948,6100,4,2,256,314,100,100
949,6200,4,2,256,314,100,100
950,6100,4,2,256,314,100,100
951,6100,4,2,256,314,100,100
952,6200,4,2,256,314,100,100
953,6300,4,2,256,314,100,100
954,6200,4,2,256,314,100,100
955,6200,4,2,256,314,100,100
956,6200,4,2,256,314,100,100
957,6200,4,2,256,314,100,100
958,6300,4,2,256,314,100,100
959,6200,4,2,256,314,100,100
960,6200,4,2,256,314,100,100
961,6200,4,2,256,314,100,100
962,6200,4,2,256,314,100,100
963,9800,4,2,256,314,100,100
964,6400,4,2,256,314,100,100
965,6300,4,2,256,314,100,100
966,6200,4,2,256,314,100,100
967,6200,4,2,256,314,100,100
968,6300,4,2,256,314,100,100
969,6200,4,2,256,314,100,100
970,6200,4,2,256,314,100,100
971,6300,4,2,256,314,100,100
972,6300,4,2,256,314,100,100
973,6200,4,2,256,314,100,100
974,6200,4,2,256,314,100,100
975,6200,4,2,256,314,100,100
976,6200,4,2,256,314,100,100
977,6200,4,2,256,314,100,100
978,6200,4,2,256,314,100,100
979,6100,4,2,256,314,100,100
980,6100,4,2,256,314,100,100
981,6200,4,2,256,314,100,100
982,6300,4,2,256,314,100,100
983,6200,4,2,256,314,100,100
984,6300,4,2,256,314,100,100
985,6200,4,2,256,314,100,100
986,6100,4,2,256,314,100,100
987,7400,4,2,256,314,100,100
988,6500,4,2,256,314,100,100
989,6200,4,2,256,314,100,100
990,6100,4,2,256,314,100,100
991,6200,4,2,256,314,100,100
992,6200,4,2,256,314,100,100
993,6100,4,2,256,314,100,100
994,6200,4,2,256,314,100,100
995,6200,4,2,256,314,100,100
996,6200,4,2,256,314,100,100
997,6200,4,2,256,314,100,100
998,6200,4,2,256,314,100,100
999,6200,4,2,256,314,100,100
