sample,allocations,bytes_requested,bytes_committed,overflow_blocks,bytes_per_epoch,retained_epochs
863,2,5600,0,0,65536,16
864,2,5600,0,0,65536,16
865,2,5600,0,0,65536,16
866,2,5600,0,0,65536,16
867,2,5600,0,0,65536,16
868,2,5600,0,0,65536,16
869,2,5600,0,0,65536,16
870,2,5600,0,0,65536,16
871,2,5600,0,0,65536,16
872,2,5600,0,0,65536,16
873,2,5600,0,0,65536,16
874,2,5600,0,0,65536,16
875,2,5600,0,0,65536,16
876,2,5600,0,0,65536,16
877,2,5600,0,0,65536,16
878,2,5600,0,0,65536,16
879,2,5600,0,0,65536,16
880,2,5600,0,0,65536,16
881,2,5600,0,0,65536,16
882,2,5600,0,0,65536,16
883,2,5600,0,0,65536,16
884,2,5600,0,0,65536,16
885,2,5600,0,0,65536,16
886,2,5600,0,0,65536,16
887,2,5600,0,0,65536,16
888,2,5600,0,0,65536,16
889,2,5600,0,0,65536,16
890,2,5600,0,0,65536,16
891,2,5600,0,0,65536,16
892,2,5600,0,0,65536,16
893,2,5600,0,0,65536,16
894,2,5600,0,0,65536,16
895,2,5600,0,0,65536,16
896,2,5600,0,0,65536,16
897,2,5600,0,0,65536,16
898,2,5600,0,0,65536,16
899,2,5600,0,0,65536,16
900,2,5600,0,0,65536,16
901,2,5600,0,0,65536,16
902,2,5600,0,0,65536,16
903,2,5600,0,0,65536,16
904,2,5600,0,0,65536,16
905,2,5600,0,0,65536,16
906,2,5600,0,0,65536,16
907,2,5600,0,0,65536,16
908,2,5600,0,0,65536,16
909,2,5600,0,0,65536,16
910,2,5600,0,0,65536,16
911,2,5600,0,0,65536,16
912,2,5600,0,0,65536,16
913,2,5600,0,0,65536,16
914,2,5600,0,0,65536,16
915,2,5600,0,0,65536,16
916,2,5600,0,0,65536,16
917,2,5600,0,0,65536,16
918,2,5600,0,0,65536,16
919,2,5600,0,0,65536,16
920,2,5600,0,0,65536,16
921,2,5600,0,0,65536,16
922,2,5600,0,0,65536,16
923,2,5600,0,0,65536,16
924,2,5600,0,0,65536,16
925,2,5600,0,0,65536,16
926,2,5600,0,0,65536,16
927,2,5600,0,0,65536,16
928,2,5600,0,0,65536,16
929,2,5600,0,0,65536,16
930,2,5600,0,0,65536,16
931,2,5600,0,0,65536,16
932,2,5600,0,0,65536,16
933,2,5600,0,0,65536,16
934,2,5600,0,0,65536,16
935,2,5600,0,0,65536,16
936,2,5600,0,0,65536,16
937,2,5600,0,0,65536,16
938,2,5600,0,0,65536,16
939,2,5600,0,0,65536,16
940,2,5600,0,0,65536,16
941,2,5600,0,0,65536,16
942,2,5600,0,0,65536,16
943,2,5600,0,0,65536,16
944,2,5600,0,0,65536,16
945,2,5600,0,0,65536,16
946,2,5600,0,0,65536,16
947,2,5600,0,0,65536,16
948,2,5600,0,0,65536,16
949,2,5600,0,0,65536,16
950,2,5600,0,0,65536,16
951,2,5600,0,0,65536,16
952,2,5600,0,0,65536,16
953,2,5600,0,0,65536,16
954,2,5600,0,0,65536,16
955,2,5600,0,0,65536,16
956,2,5600,0,0,65536,16
957,2,5600,0,0,65536,16
958,2,5600,0,0,65536,16
959,2,5600,0,0,65536,16
960,2,5600,0,0,65536,16
961,2,5600,0,0,65536,16
962,2,5600,0,0,65536,16
963,2,5600,0,0,65536,16
964,2,5600,0,0,65536,16
965,2,5600,0,0,65536,16
966,2,5600,0,0,65536,16
967,2,5600,0,0,65536,16
968,2,5600,0,0,65536,16
969,2,5600,0,0,65536,16
970,2,5600,0,0,65536,16
971,2,5600,0,0,65536,16
972,2,5600,0,0,65536,16
973,2,5600,0,0,65536,16
974,2,5600,0,0,65536,16
975,2,5600,0,0,65536,16
976,2,5600,0,0,65536,16
977,2,5600,0,0,65536,16
978,2,5600,0,0,65536,16
979,2,5600,0,0,65536,16
980,2,5600,0,0,65536,16
981,2,5600,0,0,65536,16
982,2,5600,0,0,65536,16
983,2,5600,0,0,65536,16
984,2,5600,0,0,65536,16
985,2,5600,0,0,65536,16
986,2,5600,0,0,65536,16
987,2,5600,0,0,65536,16
988,2,5600,0,0,65536,16
989,2,5600,0,0,65536,16
990,2,5600,0,0,65536,16
991,2,5600,0,0,65536,16
992,2,5600,0,0,65536,16
993,2,5600,0,0,65536,16
994,2,5600,0,0,65536,16
995,2,5600,0,0,65536,16
996,2,5600,0,0,65536,16
997,2,5600,0,0,65536,16
998,2,5600,0,0,65536,16
999,2,5600,0,0,65536,16
