sample,duration_ns,candidate_bodies_scanned,inactive_bodies_skipped,changed_bodies
109,5600,100,9900,100
110,5600,100,9900,100
111,5500,100,9900,100
112,5600,100,9900,100
113,5600,100,9900,100
114,5600,100,9900,100
115,5500,100,9900,100
116,5500,100,9900,100
117,5500,100,9900,100
118,5500,100,9900,100
119,5600,100,9900,100
120,5600,100,9900,100
121,5500,100,9900,100
122,5500,100,9900,100
123,5600,100,9900,100
124,5600,100,9900,100
125,5600,100,9900,100
126,5600,100,9900,100
127,5600,100,9900,100
128,5600,100,9900,100
129,5500,100,9900,100
130,5600,100,9900,100
131,5500,100,9900,100
132,5600,100,9900,100
133,5500,100,9900,100
134,5500,100,9900,100
135,5500,100,9900,100
136,5700,100,9900,100
137,5500,100,9900,100
138,5600,100,9900,100
139,5500,100,9900,100
140,5600,100,9900,100
141,5500,100,9900,100
142,5600,100,9900,100
143,5600,100,9900,100
144,5500,100,9900,100
145,5600,100,9900,100
146,5600,100,9900,100
147,5600,100,9900,100
148,5500,100,9900,100
149,5500,100,9900,100
150,5500,100,9900,100
151,5700,100,9900,100
152,5600,100,9900,100
153,5500,100,9900,100
154,5600,100,9900,100
155,5600,100,9900,100
156,5600,100,9900,100
157,5500,100,9900,100
158,5500,100,9900,100
159,5600,100,9900,100
160,5600,100,9900,100
161,5500,100,9900,100
162,5500,100,9900,100
163,5500,100,9900,100
164,5600,100,9900,100
165,5600,100,9900,100
166,5600,100,9900,100
167,5600,100,9900,100
168,5500,100,9900,100
169,5500,100,9900,100
170,5600,100,9900,100
171,5500,100,9900,100
172,5500,100,9900,100
173,5600,100,9900,100
174,5700,100,9900,100
175,5500,100,9900,100
176,5500,100,9900,100
177,5600,100,9900,100
178,5700,100,9900,100
179,5500,100,9900,100
180,5600,100,9900,100
181,5500,100,9900,100
182,5500,100,9900,100
183,5500,100,9900,100
184,5600,100,9900,100
185,5600,100,9900,100
186,5500,100,9900,100
187,5600,100,9900,100
188,5600,100,9900,100
189,5500,100,9900,100
190,5600,100,9900,100
191,5500,100,9900,100
192,5700,100,9900,100
193,5500,100,9900,100
194,5600,100,9900,100
195,5500,100,9900,100
196,5500,100,9900,100
197,5600,100,9900,100
198,5700,100,9900,100
199,5500,100,9900,100
200,5500,100,9900,100
201,5600,100,9900,100
202,5600,100,9900,100
203,5700,100,9900,100
204,5600,100,9900,100
205,5500,100,9900,100
206,5600,100,9900,100
207,5600,100,9900,100
208,5600,100,9900,100
209,5500,100,9900,100
210,5600,100,9900,100
211,5600,100,9900,100
212,6800,100,9900,100
213,5300,100,9900,100
214,5400,100,9900,100
215,5200,100,9900,100
216,5400,100,9900,100
217,5100,100,9900,100
218,5300,100,9900,100
219,5200,100,9900,100
220,5200,100,9900,100
221,5100,100,9900,100
222,5100,100,9900,100
223,5100,100,9900,100
224,5200,100,9900,100
225,5100,100,9900,100
226,5200,100,9900,100
227,5000,100,9900,100
228,5200,100,9900,100
229,5100,100,9900,100
230,5100,100,9900,100
231,5000,100,9900,100
232,5100,100,9900,100
233,5200,100,9900,100
234,5200,100,9900,100
235,5000,100,9900,100
236,5200,100,9900,100
237,5000,100,9900,100
238,5100,100,9900,100
239,5100,100,9900,100
240,5100,100,9900,100
241,5200,100,9900,100
242,5100,100,9900,100
243,5100,100,9900,100
244,9800,100,9900,100
245,5200,100,9900,100
246,5200,100,9900,100
247,5000,100,9900,100
248,5200,100,9900,100
249,5100,100,9900,100
250,5100,100,9900,100
251,5100,100,9900,100
252,5100,100,9900,100
253,5000,100,9900,100
254,5100,100,9900,100
255,5100,100,9900,100
256,5200,100,9900,100
257,5100,100,9900,100
258,5100,100,9900,100
259,5100,100,9900,100
260,5100,100,9900,100
261,5100,100,9900,100
262,5100,100,9900,100
263,5200,100,9900,100
264,5200,100,9900,100
265,5100,100,9900,100
266,5100,100,9900,100
267,5200,100,9900,100
268,5100,100,9900,100
269,5100,100,9900,100
270,5100,100,9900,100
271,5100,100,9900,100
272,5200,100,9900,100
273,5000,100,9900,100
274,5200,100,9900,100
275,5100,100,9900,100
276,5100,100,9900,100
277,5100,100,9900,100
278,5200,100,9900,100
279,5200,100,9900,100
280,5200,100,9900,100
281,5100,100,9900,100
282,5200,100,9900,100
283,5100,100,9900,100
284,5100,100,9900,100
285,5100,100,9900,100
286,5100,100,9900,100
287,5200,100,9900,100
288,5200,100,9900,100
289,5100,100,9900,100
290,5100,100,9900,100
291,5100,100,9900,100
292,5200,100,9900,100
293,5100,100,9900,100
294,5100,100,9900,100
295,5100,100,9900,100
296,5200,100,9900,100
297,5100,100,9900,100
298,5200,100,9900,100
299,5200,100,9900,100
300,5200,100,9900,100
301,5100,100,9900,100
302,5100,100,9900,100
303,5100,100,9900,100
304,5100,100,9900,100
305,5100,100,9900,100
306,5200,100,9900,100
307,5200,100,9900,100
308,5200,100,9900,100
309,5100,100,9900,100
310,5100,100,9900,100
311,5100,100,9900,100
312,5100,100,9900,100
313,5100,100,9900,100
314,5200,100,9900,100
315,5100,100,9900,100
316,5100,100,9900,100
317,5100,100,9900,100
318,5100,100,9900,100
319,5200,100,9900,100
320,5200,100,9900,100
321,5100,100,9900,100
322,5200,100,9900,100
323,5100,100,9900,100
324,5100,100,9900,100
325,5000,100,9900,100
326,5200,100,9900,100
327,5100,100,9900,100
328,5100,100,9900,100
329,5000,100,9900,100
330,5100,100,9900,100
331,5100,100,9900,100
332,5200,100,9900,100
333,5100,100,9900,100
334,5200,100,9900,100
335,5100,100,9900,100
336,5200,100,9900,100
337,8000,100,9900,100
338,8100,100,9900,100
339,8100,100,9900,100
340,8100,100,9900,100
341,8200,100,9900,100
342,6700,100,9900,100
343,7500,100,9900,100
344,9500,100,9900,100
345,8900,100,9900,100
346,8300,100,9900,100
347,8100,100,9900,100
348,8300,100,9900,100
349,8400,100,9900,100
350,5900,100,9900,100
351,5200,100,9900,100
352,5300,100,9900,100
353,5200,100,9900,100
354,5100,100,9900,100
355,5100,100,9900,100
356,5200,100,9900,100
357,5300,100,9900,100
358,5200,100,9900,100
359,5200,100,9900,100
360,5300,100,9900,100
361,5200,100,9900,100
362,5200,100,9900,100
363,5100,100,9900,100
364,5100,100,9900,100
365,5200,100,9900,100
366,5100,100,9900,100
367,5100,100,9900,100
368,5200,100,9900,100
369,5200,100,9900,100
370,5200,100,9900,100
371,5100,100,9900,100
372,5200,100,9900,100
373,5200,100,9900,100
374,5100,100,9900,100
375,5100,100,9900,100
376,5200,100,9900,100
377,5100,100,9900,100
378,5100,100,9900,100
379,5100,100,9900,100
380,5100,100,9900,100
381,5200,100,9900,100
382,5100,100,9900,100
383,5200,100,9900,100
384,5200,100,9900,100
385,5200,100,9900,100
386,5200,100,9900,100
387,5100,100,9900,100
388,5100,100,9900,100
389,5000,100,9900,100
390,5100,100,9900,100
391,5000,100,9900,100
392,5200,100,9900,100
393,5100,100,9900,100
394,5100,100,9900,100
395,5100,100,9900,100
396,5200,100,9900,100
397,5100,100,9900,100
398,5100,100,9900,100
399,5100,100,9900,100
400,5100,100,9900,100
401,5100,100,9900,100
402,5200,100,9900,100
403,5200,100,9900,100
404,5100,100,9900,100
405,5200,100,9900,100
406,5100,100,9900,100
407,5100,100,9900,100
408,5200,100,9900,100
409,5300,100,9900,100
410,5200,100,9900,100
411,5000,100,9900,100
412,5100,100,9900,100
413,5100,100,9900,100
414,5100,100,9900,100
415,5100,100,9900,100
416,5200,100,9900,100
417,5200,100,9900,100
418,5100,100,9900,100
419,5100,100,9900,100
420,5100,100,9900,100
421,5200,100,9900,100
422,5200,100,9900,100
423,5100,100,9900,100
424,5200,100,9900,100
425,5100,100,9900,100
426,5100,100,9900,100
427,5200,100,9900,100
428,5100,100,9900,100
429,5100,100,9900,100
430,5200,100,9900,100
431,5200,100,9900,100
432,5100,100,9900,100
433,5200,100,9900,100
434,5100,100,9900,100
435,5100,100,9900,100
436,5100,100,9900,100
437,5100,100,9900,100
438,5300,100,9900,100
439,5200,100,9900,100
440,5100,100,9900,100
441,5200,100,9900,100
442,5200,100,9900,100
443,5100,100,9900,100
444,5200,100,9900,100
445,5100,100,9900,100
446,5100,100,9900,100
447,5200,100,9900,100
448,5100,100,9900,100
449,5200,100,9900,100
450,5100,100,9900,100
451,5100,100,9900,100
452,5200,100,9900,100
453,5100,100,9900,100
454,5200,100,9900,100
455,5200,100,9900,100
456,5200,100,9900,100
457,5100,100,9900,100
458,5100,100,9900,100
459,5200,100,9900,100
460,5200,100,9900,100
461,5100,100,9900,100
462,5200,100,9900,100
463,5100,100,9900,100
464,5200,100,9900,100
465,5100,100,9900,100
466,5100,100,9900,100
467,5200,100,9900,100
468,5300,100,9900,100
469,5200,100,9900,100
470,5200,100,9900,100
471,5100,100,9900,100
472,5200,100,9900,100
473,5100,100,9900,100
474,5200,100,9900,100
475,5200,100,9900,100
476,5200,100,9900,100
477,5200,100,9900,100
478,5100,100,9900,100
479,5100,100,9900,100
480,5200,100,9900,100
481,5100,100,9900,100
482,5100,100,9900,100
483,5100,100,9900,100
484,5100,100,9900,100
485,5100,100,9900,100
486,5200,100,9900,100
487,5100,100,9900,100
488,5200,100,9900,100
489,5200,100,9900,100
490,5200,100,9900,100
491,5200,100,9900,100
492,5100,100,9900,100
493,5200,100,9900,100
494,5100,100,9900,100
495,5100,100,9900,100
496,5200,100,9900,100
497,5100,100,9900,100
498,5100,100,9900,100
499,5100,100,9900,100
500,5200,100,9900,100
501,5100,100,9900,100
502,5200,100,9900,100
503,5100,100,9900,100
504,5100,100,9900,100
505,5000,100,9900,100
506,5100,100,9900,100
507,5100,100,9900,100
508,5200,100,9900,100
509,5100,100,9900,100
510,5100,100,9900,100
511,5000,100,9900,100
512,5100,100,9900,100
513,5100,100,9900,100
514,5200,100,9900,100
515,5100,100,9900,100
516,5100,100,9900,100
517,5100,100,9900,100
518,5200,100,9900,100
519,5100,100,9900,100
520,5200,100,9900,100
521,5100,100,9900,100
522,5100,100,9900,100
523,5100,100,9900,100
524,5100,100,9900,100
525,5100,100,9900,100
526,5100,100,9900,100
527,5100,100,9900,100
528,5100,100,9900,100
529,5000,100,9900,100
530,5200,100,9900,100
531,5200,100,9900,100
532,5100,100,9900,100
533,5100,100,9900,100
534,5100,100,9900,100
535,5100,100,9900,100
536,5200,100,9900,100
537,5100,100,9900,100
538,5100,100,9900,100
539,5200,100,9900,100
540,5200,100,9900,100
541,5100,100,9900,100
542,5100,100,9900,100
543,5100,100,9900,100
544,5100,100,9900,100
545,12500,100,9900,100
546,5200,100,9900,100
547,5100,100,9900,100
548,5200,100,9900,100
549,5100,100,9900,100
550,5200,100,9900,100
551,5100,100,9900,100
552,5100,100,9900,100
553,5100,100,9900,100
554,5200,100,9900,100
555,5100,100,9900,100
556,5300,100,9900,100
557,5100,100,9900,100
558,5200,100,9900,100
559,5100,100,9900,100
560,5100,100,9900,100
561,5100,100,9900,100
562,5200,100,9900,100
563,5000,100,9900,100
564,5100,100,9900,100
565,5100,100,9900,100
566,5200,100,9900,100
567,5100,100,9900,100
568,5100,100,9900,100
569,5100,100,9900,100
570,5100,100,9900,100
571,5000,100,9900,100
572,5100,100,9900,100
573,5200,100,9900,100
574,5100,100,9900,100
575,5200,100,9900,100
576,5200,100,9900,100
577,5100,100,9900,100
578,5200,100,9900,100
579,5200,100,9900,100
580,5200,100,9900,100
581,5000,100,9900,100
582,5200,100,9900,100
583,5000,100,9900,100
584,5100,100,9900,100
585,5100,100,9900,100
586,5100,100,9900,100
587,5200,100,9900,100
588,5200,100,9900,100
589,5100,100,9900,100
590,5100,100,9900,100
591,5100,100,9900,100
592,5300,100,9900,100
593,5000,100,9900,100
594,5100,100,9900,100
595,5100,100,9900,100
596,5200,100,9900,100
597,5200,100,9900,100
598,5200,100,9900,100
599,5100,100,9900,100
600,5100,100,9900,100
601,5100,100,9900,100
602,5200,100,9900,100
603,5100,100,9900,100
604,5100,100,9900,100
605,5000,100,9900,100
606,5200,100,9900,100
607,5000,100,9900,100
608,5200,100,9900,100
609,5000,100,9900,100
610,5200,100,9900,100
611,5100,100,9900,100
612,5100,100,9900,100
613,5000,100,9900,100
614,5100,100,9900,100
615,5100,100,9900,100
616,5200,100,9900,100
617,5100,100,9900,100
618,5100,100,9900,100
619,5200,100,9900,100
620,5100,100,9900,100
621,5100,100,9900,100
622,5200,100,9900,100
623,5000,100,9900,100
624,5100,100,9900,100
625,5000,100,9900,100
626,5200,100,9900,100
627,5100,100,9900,100
628,5200,100,9900,100
629,5100,100,9900,100
630,5200,100,9900,100
631,5100,100,9900,100
632,5100,100,9900,100
633,5000,100,9900,100
634,5100,100,9900,100
635,5100,100,9900,100
636,5100,100,9900,100
637,5100,100,9900,100
638,5200,100,9900,100
639,5000,100,9900,100
640,5200,100,9900,100
641,5100,100,9900,100
642,5200,100,9900,100
643,5000,100,9900,100
644,5200,100,9900,100
645,5100,100,9900,100
646,5100,100,9900,100
647,5100,100,9900,100
648,5200,100,9900,100
649,5000,100,9900,100
650,5200,100,9900,100
651,5100,100,9900,100
652,5200,100,9900,100
653,5000,100,9900,100
654,5200,100,9900,100
655,5000,100,9900,100
656,5100,100,9900,100
657,5200,100,9900,100
658,5100,100,9900,100
659,5100,100,9900,100
660,5200,100,9900,100
661,5100,100,9900,100
662,5200,100,9900,100
663,5100,100,9900,100
664,5100,100,9900,100
665,5100,100,9900,100
666,5200,100,9900,100
667,5200,100,9900,100
668,5100,100,9900,100
669,5100,100,9900,100
670,5100,100,9900,100
671,5100,100,9900,100
672,5200,100,9900,100
673,5100,100,9900,100
674,5200,100,9900,100
675,5000,100,9900,100
676,5200,100,9900,100
677,5200,100,9900,100
678,5000,100,9900,100
679,5100,100,9900,100
680,5100,100,9900,100
681,5100,100,9900,100
682,5200,100,9900,100
683,5100,100,9900,100
684,5300,100,9900,100
685,5100,100,9900,100
686,5200,100,9900,100
687,5200,100,9900,100
688,5200,100,9900,100
689,5100,100,9900,100
690,5200,100,9900,100
691,5000,100,9900,100
692,5200,100,9900,100
693,5100,100,9900,100
694,5100,100,9900,100
695,5100,100,9900,100
696,5100,100,9900,100
697,5100,100,9900,100
698,5200,100,9900,100
699,5100,100,9900,100
700,5200,100,9900,100
701,5200,100,9900,100
702,5200,100,9900,100
703,5000,100,9900,100
704,5100,100,9900,100
705,5200,100,9900,100
706,5200,100,9900,100
707,5100,100,9900,100
708,5200,100,9900,100
709,5100,100,9900,100
710,5200,100,9900,100
711,5200,100,9900,100
712,5200,100,9900,100
713,5100,100,9900,100
714,5100,100,9900,100
715,5100,100,9900,100
716,5200,100,9900,100
717,5100,100,9900,100
718,5100,100,9900,100
719,5200,100,9900,100
720,5100,100,9900,100
721,5100,100,9900,100
722,5100,100,9900,100
723,5000,100,9900,100
724,5200,100,9900,100
725,5100,100,9900,100
726,5100,100,9900,100
727,5000,100,9900,100
728,5200,100,9900,100
729,5000,100,9900,100
730,5100,100,9900,100
731,5100,100,9900,100
732,5100,100,9900,100
733,5100,100,9900,100
734,5200,100,9900,100
735,5100,100,9900,100
736,5200,100,9900,100
737,5100,100,9900,100
738,5100,100,9900,100
739,5100,100,9900,100
740,5300,100,9900,100
741,5100,100,9900,100
742,5200,100,9900,100
743,5100,100,9900,100
744,5200,100,9900,100
745,5100,100,9900,100
746,5100,100,9900,100
747,5100,100,9900,100
748,5100,100,9900,100
749,5100,100,9900,100
750,5100,100,9900,100
751,5100,100,9900,100
752,5100,100,9900,100
753,5000,100,9900,100
754,5100,100,9900,100
755,5200,100,9900,100
756,5100,100,9900,100
757,5100,100,9900,100
758,5200,100,9900,100
759,5100,100,9900,100
760,5300,100,9900,100
761,5100,100,9900,100
762,5200,100,9900,100
763,5100,100,9900,100
764,5200,100,9900,100
765,5100,100,9900,100
766,5100,100,9900,100
767,5100,100,9900,100
768,5100,100,9900,100
769,5100,100,9900,100
770,5200,100,9900,100
771,5100,100,9900,100
772,5100,100,9900,100
773,5000,100,9900,100
774,5200,100,9900,100
775,5200,100,9900,100
776,5100,100,9900,100
777,5200,100,9900,100
778,5100,100,9900,100
779,5100,100,9900,100
780,5200,100,9900,100
781,5300,100,9900,100
782,5100,100,9900,100
783,5100,100,9900,100
784,5100,100,9900,100
785,5200,100,9900,100
786,5100,100,9900,100
787,5100,100,9900,100
788,5200,100,9900,100
789,5100,100,9900,100
790,5200,100,9900,100
791,5100,100,9900,100
792,5200,100,9900,100
793,5100,100,9900,100
794,5300,100,9900,100
795,5100,100,9900,100
796,5200,100,9900,100
797,5100,100,9900,100
798,5100,100,9900,100
799,5100,100,9900,100
800,5200,100,9900,100
801,5100,100,9900,100
802,5100,100,9900,100
803,5100,100,9900,100
804,5200,100,9900,100
805,5100,100,9900,100
806,5100,100,9900,100
807,5000,100,9900,100
808,5100,100,9900,100
809,5100,100,9900,100
810,5200,100,9900,100
811,5100,100,9900,100
812,5100,100,9900,100
813,5100,100,9900,100
814,5200,100,9900,100
815,5100,100,9900,100
816,5300,100,9900,100
817,5100,100,9900,100
818,5200,100,9900,100
819,5100,100,9900,100
820,5100,100,9900,100
821,5100,100,9900,100
822,5100,100,9900,100
823,5100,100,9900,100
824,5100,100,9900,100
825,5100,100,9900,100
826,5200,100,9900,100
827,5100,100,9900,100
828,5100,100,9900,100
829,5100,100,9900,100
830,5100,100,9900,100
831,5100,100,9900,100
832,5100,100,9900,100
833,5100,100,9900,100
834,5200,100,9900,100
835,5200,100,9900,100
836,5200,100,9900,100
837,5100,100,9900,100
838,5200,100,9900,100
839,5100,100,9900,100
840,5200,100,9900,100
841,5100,100,9900,100
842,5200,100,9900,100
843,5100,100,9900,100
844,5200,100,9900,100
845,5100,100,9900,100
846,5200,100,9900,100
847,5100,100,9900,100
848,5100,100,9900,100
849,5100,100,9900,100
850,5200,100,9900,100
851,5000,100,9900,100
852,5100,100,9900,100
853,5100,100,9900,100
854,5200,100,9900,100
855,21800,100,9900,100
856,7100,100,9900,100
857,5700,100,9900,100
858,5400,100,9900,100
859,5200,100,9900,100
860,5300,100,9900,100
861,5300,100,9900,100
862,5200,100,9900,100
863,5200,100,9900,100
864,5400,100,9900,100
865,5100,100,9900,100
866,5100,100,9900,100
867,5200,100,9900,100
868,5100,100,9900,100
869,5200,100,9900,100
870,5200,100,9900,100
871,5100,100,9900,100
872,5200,100,9900,100
873,5200,100,9900,100
874,5200,100,9900,100
875,5000,100,9900,100
876,5200,100,9900,100
877,5100,100,9900,100
878,5300,100,9900,100
879,5100,100,9900,100
880,5200,100,9900,100
881,5100,100,9900,100
882,5100,100,9900,100
883,5100,100,9900,100
884,5200,100,9900,100
885,5000,100,9900,100
886,5200,100,9900,100
887,5200,100,9900,100
888,5200,100,9900,100
889,5200,100,9900,100
890,12500,100,9900,100
891,5300,100,9900,100
892,5200,100,9900,100
893,5100,100,9900,100
894,5000,100,9900,100
895,5000,100,9900,100
896,4900,100,9900,100
897,4900,100,9900,100
898,6300,100,9900,100
899,6200,100,9900,100
900,6200,100,9900,100
901,6200,100,9900,100
902,6200,100,9900,100
903,6200,100,9900,100
904,6100,100,9900,100
905,6200,100,9900,100
906,6400,100,9900,100
907,6200,100,9900,100
908,6200,100,9900,100
909,6200,100,9900,100
910,6300,100,9900,100
911,6200,100,9900,100
912,6200,100,9900,100
913,6200,100,9900,100
914,6100,100,9900,100
915,6200,100,9900,100
916,6200,100,9900,100
917,6100,100,9900,100
918,6300,100,9900,100
919,6100,100,9900,100
920,6200,100,9900,100
921,6100,100,9900,100
922,6100,100,9900,100
923,6100,100,9900,100
924,6100,100,9900,100
925,6200,100,9900,100
926,6200,100,9900,100
927,6300,100,9900,100
928,6200,100,9900,100
929,6300,100,9900,100
930,6200,100,9900,100
931,6200,100,9900,100
932,6200,100,9900,100
933,6100,100,9900,100
934,6200,100,9900,100
935,6200,100,9900,100
936,6300,100,9900,100
937,6200,100,9900,100
938,6200,100,9900,100
939,6200,100,9900,100
940,6200,100,9900,100
941,6200,100,9900,100
942,6200,100,9900,100
943,6200,100,9900,100
944,6300,100,9900,100
945,6400,100,9900,100
946,6200,100,9900,100
947,6200,100,9900,100
948,6100,100,9900,100
949,6200,100,9900,100
950,6100,100,9900,100
951,6100,100,9900,100
952,6200,100,9900,100
953,6300,100,9900,100
954,6200,100,9900,100
955,6200,100,9900,100
956,6200,100,9900,100
957,6200,100,9900,100
958,6300,100,9900,100
959,6200,100,9900,100
960,6200,100,9900,100
961,6200,100,9900,100
962,6200,100,9900,100
963,9800,100,9900,100
964,6400,100,9900,100
965,6300,100,9900,100
966,6200,100,9900,100
967,6200,100,9900,100
968,6300,100,9900,100
969,6200,100,9900,100
970,6200,100,9900,100
971,6300,100,9900,100
972,6300,100,9900,100
973,6200,100,9900,100
974,6200,100,9900,100
975,6200,100,9900,100
976,6200,100,9900,100
977,6200,100,9900,100
978,6200,100,9900,100
979,6100,100,9900,100
980,6100,100,9900,100
981,6200,100,9900,100
982,6300,100,9900,100
983,6200,100,9900,100
984,6300,100,9900,100
985,6200,100,9900,100
986,6100,100,9900,100
987,7400,100,9900,100
988,6500,100,9900,100
989,6200,100,9900,100
990,6100,100,9900,100
991,6200,100,9900,100
992,6200,100,9900,100
993,6100,100,9900,100
994,6200,100,9900,100
995,6200,100,9900,100
996,6200,100,9900,100
997,6200,100,9900,100
998,6200,100,9900,100
999,6200,100,9900,100
