sample,duration_ns,candidate_bodies_scanned,inactive_bodies_skipped,changed_bodies
109,5500,100,9900,100
110,5500,100,9900,100
111,5400,100,9900,100
112,5500,100,9900,100
113,5400,100,9900,100
114,5500,100,9900,100
115,5500,100,9900,100
116,5600,100,9900,100
117,5500,100,9900,100
118,5500,100,9900,100
119,5600,100,9900,100
120,5500,100,9900,100
121,5500,100,9900,100
122,5700,100,9900,100
123,5400,100,9900,100
124,5500,100,9900,100
125,5500,100,9900,100
126,5500,100,9900,100
127,5500,100,9900,100
128,6700,100,9900,100
129,5400,100,9900,100
130,5500,100,9900,100
131,5600,100,9900,100
132,5600,100,9900,100
133,5500,100,9900,100
134,5600,100,9900,100
135,5500,100,9900,100
136,5500,100,9900,100
137,5400,100,9900,100
138,5600,100,9900,100
139,5500,100,9900,100
140,5500,100,9900,100
141,5400,100,9900,100
142,5600,100,9900,100
143,5400,100,9900,100
144,5500,100,9900,100
145,5500,100,9900,100
146,5700,100,9900,100
147,5500,100,9900,100
148,5600,100,9900,100
149,5400,100,9900,100
150,5500,100,9900,100
151,5600,100,9900,100
152,6900,100,9900,100
153,5500,100,9900,100
154,5600,100,9900,100
155,5600,100,9900,100
156,5600,100,9900,100
157,5400,100,9900,100
158,5600,100,9900,100
159,5400,100,9900,100
160,5600,100,9900,100
161,5600,100,9900,100
162,5600,100,9900,100
163,5500,100,9900,100
164,5700,100,9900,100
165,5600,100,9900,100
166,5500,100,9900,100
167,5600,100,9900,100
168,5600,100,9900,100
169,5400,100,9900,100
170,6700,100,9900,100
171,5500,100,9900,100
172,5500,100,9900,100
173,5500,100,9900,100
174,5600,100,9900,100
175,5500,100,9900,100
176,5600,100,9900,100
177,5500,100,9900,100
178,5700,100,9900,100
179,5600,100,9900,100
180,5500,100,9900,100
181,5500,100,9900,100
182,5600,100,9900,100
183,6600,100,9900,100
184,5500,100,9900,100
185,5400,100,9900,100
186,5500,100,9900,100
187,5500,100,9900,100
188,5600,100,9900,100
189,5400,100,9900,100
190,5600,100,9900,100
191,5500,100,9900,100
192,5500,100,9900,100
193,5500,100,9900,100
194,5600,100,9900,100
195,5500,100,9900,100
196,5500,100,9900,100
197,5500,100,9900,100
198,5500,100,9900,100
199,5600,100,9900,100
200,5500,100,9900,100
201,5500,100,9900,100
202,5500,100,9900,100
203,5600,100,9900,100
204,5600,100,9900,100
205,5400,100,9900,100
206,5600,100,9900,100
207,5500,100,9900,100
208,5500,100,9900,100
209,5500,100,9900,100
210,5600,100,9900,100
211,5600,100,9900,100
212,8400,100,9900,100
213,5300,100,9900,100
214,5300,100,9900,100
215,5100,100,9900,100
216,5200,100,9900,100
217,5100,100,9900,100
218,5200,100,9900,100
219,5100,100,9900,100
220,5200,100,9900,100
221,5100,100,9900,100
222,5100,100,9900,100
223,5100,100,9900,100
224,5200,100,9900,100
225,13000,100,9900,100
226,6300,100,9900,100
227,5100,100,9900,100
228,5200,100,9900,100
229,5200,100,9900,100
230,5300,100,9900,100
231,5100,100,9900,100
232,5200,100,9900,100
233,5100,100,9900,100
234,5200,100,9900,100
235,5100,100,9900,100
236,5200,100,9900,100
237,5100,100,9900,100
238,5200,100,9900,100
239,5000,100,9900,100
240,5200,100,9900,100
241,6300,100,9900,100
242,5100,100,9900,100
243,5100,100,9900,100
244,5100,100,9900,100
