sample,duration_ns,component_pages_allocated,directories_allocated,component_values_copied,directory_entries_copied,candidate_bodies_scanned,changed_bodies
173,5500,4,2,256,314,100,100
174,5600,4,2,256,314,100,100
175,5500,4,2,256,314,100,100
176,5600,4,2,256,314,100,100
177,5500,4,2,256,314,100,100
178,5700,4,2,256,314,100,100
179,5600,4,2,256,314,100,100
180,5500,4,2,256,314,100,100
181,5500,4,2,256,314,100,100
182,5600,4,2,256,314,100,100
183,6600,4,2,256,314,100,100
184,5500,4,2,256,314,100,100
185,5400,4,2,256,314,100,100
186,5500,4,2,256,314,100,100
187,5500,4,2,256,314,100,100
188,5600,4,2,256,314,100,100
189,5400,4,2,256,314,100,100
190,5600,4,2,256,314,100,100
191,5500,4,2,256,314,100,100
192,5500,4,2,256,314,100,100
193,5500,4,2,256,314,100,100
194,5600,4,2,256,314,100,100
195,5500,4,2,256,314,100,100
196,5500,4,2,256,314,100,100
197,5500,4,2,256,314,100,100
198,5500,4,2,256,314,100,100
199,5600,4,2,256,314,100,100
200,5500,4,2,256,314,100,100
201,5500,4,2,256,314,100,100
202,5500,4,2,256,314,100,100
203,5600,4,2,256,314,100,100
204,5600,4,2,256,314,100,100
205,5400,4,2,256,314,100,100
206,5600,4,2,256,314,100,100
207,5500,4,2,256,314,100,100
208,5500,4,2,256,314,100,100
209,5500,4,2,256,314,100,100
210,5600,4,2,256,314,100,100
211,5600,4,2,256,314,100,100
212,8400,4,2,256,314,100,100
213,5300,4,2,256,314,100,100
214,5300,4,2,256,314,100,100
215,5100,4,2,256,314,100,100
216,5200,4,2,256,314,100,100
217,5100,4,2,256,314,100,100
218,5200,4,2,256,314,100,100
219,5100,4,2,256,314,100,100
220,5200,4,2,256,314,100,100
221,5100,4,2,256,314,100,100
222,5100,4,2,256,314,100,100
223,5100,4,2,256,314,100,100
224,5200,4,2,256,314,100,100
225,13000,4,2,256,314,100,100
226,6300,4,2,256,314,100,100
227,5100,4,2,256,314,100,100
228,5200,4,2,256,314,100,100
229,5200,4,2,256,314,100,100
230,5300,4,2,256,314,100,100
231,5100,4,2,256,314,100,100
232,5200,4,2,256,314,100,100
233,5100,4,2,256,314,100,100
234,5200,4,2,256,314,100,100
235,5100,4,2,256,314,100,100
236,5200,4,2,256,314,100,100
237,5100,4,2,256,314,100,100
238,5200,4,2,256,314,100,100
239,5000,4,2,256,314,100,100
240,5200,4,2,256,314,100,100
241,6300,4,2,256,314,100,100
242,5100,4,2,256,314,100,100
243,5100,4,2,256,314,100,100
244,5100,4,2,256,314,100,100
245,5100,4,2,256,314,100,100
246,5200,4,2,256,314,100,100
247,5100,4,2,256,314,100,100
248,5200,4,2,256,314,100,100
249,5100,4,2,256,314,100,100
250,5000,4,2,256,314,100,100
251,5100,4,2,256,314,100,100
252,5100,4,2,256,314,100,100
253,5200,4,2,256,314,100,100
254,5100,4,2,256,314,100,100
255,5200,4,2,256,314,100,100
256,5200,4,2,256,314,100,100
257,5200,4,2,256,314,100,100
258,5100,4,2,256,314,100,100
259,5200,4,2,256,314,100,100
260,5200,4,2,256,314,100,100
261,5100,4,2,256,314,100,100
262,5200,4,2,256,314,100,100
263,5100,4,2,256,314,100,100
264,5100,4,2,256,314,100,100
265,5100,4,2,256,314,100,100
266,5200,4,2,256,314,100,100
267,5100,4,2,256,314,100,100
268,5200,4,2,256,314,100,100
269,5100,4,2,256,314,100,100
270,5200,4,2,256,314,100,100
271,5100,4,2,256,314,100,100
272,5200,4,2,256,314,100,100
273,5200,4,2,256,314,100,100
274,5100,4,2,256,314,100,100
275,5200,4,2,256,314,100,100
276,5200,4,2,256,314,100,100
277,5100,4,2,256,314,100,100
278,5200,4,2,256,314,100,100
279,5200,4,2,256,314,100,100
280,5200,4,2,256,314,100,100
281,5200,4,2,256,314,100,100
282,5100,4,2,256,314,100,100
283,5000,4,2,256,314,100,100
284,5200,4,2,256,314,100,100
285,5100,4,2,256,314,100,100
286,5100,4,2,256,314,100,100
287,5100,4,2,256,314,100,100
288,5200,4,2,256,314,100,100
289,5100,4,2,256,314,100,100
290,5200,4,2,256,314,100,100
291,5200,4,2,256,314,100,100
292,5100,4,2,256,314,100,100
293,5100,4,2,256,314,100,100
294,5100,4,2,256,314,100,100
295,5100,4,2,256,314,100,100
296,5100,4,2,256,314,100,100
297,5100,4,2,256,314,100,100
298,6200,4,2,256,314,100,100
299,5100,4,2,256,314,100,100
300,5100,4,2,256,314,100,100
301,5100,4,2,256,314,100,100
302,5100,4,2,256,314,100,100
303,5100,4,2,256,314,100,100
304,5200,4,2,256,314,100,100
305,5100,4,2,256,314,100,100
306,5200,4,2,256,314,100,100
307,5200,4,2,256,314,100,100
308,5100,4,2,256,314,100,100
309,5200,4,2,256,314,100,100
310,5200,4,2,256,314,100,100
311,5100,4,2,256,314,100,100
312,5200,4,2,256,314,100,100
313,5100,4,2,256,314,100,100
314,5100,4,2,256,314,100,100
315,5200,4,2,256,314,100,100
316,5200,4,2,256,314,100,100
317,5200,4,2,256,314,100,100
318,5100,4,2,256,314,100,100
319,5100,4,2,256,314,100,100
320,5100,4,2,256,314,100,100
321,5200,4,2,256,314,100,100
322,5100,4,2,256,314,100,100
323,5100,4,2,256,314,100,100
324,5100,4,2,256,314,100,100
325,5100,4,2,256,314,100,100
326,5100,4,2,256,314,100,100
327,5100,4,2,256,314,100,100
328,5200,4,2,256,314,100,100
329,5100,4,2,256,314,100,100
330,5100,4,2,256,314,100,100
331,5100,4,2,256,314,100,100
332,5200,4,2,256,314,100,100
333,5100,4,2,256,314,100,100
334,5100,4,2,256,314,100,100
335,5100,4,2,256,314,100,100
336,5200,4,2,256,314,100,100
337,5100,4,2,256,314,100,100
338,5200,4,2,256,314,100,100
339,5200,4,2,256,314,100,100
340,5100,4,2,256,314,100,100
341,5100,4,2,256,314,100,100
342,5200,4,2,256,314,100,100
343,5100,4,2,256,314,100,100
344,5200,4,2,256,314,100,100
345,5100,4,2,256,314,100,100
346,5200,4,2,256,314,100,100
347,5200,4,2,256,314,100,100
348,5200,4,2,256,314,100,100
349,5100,4,2,256,314,100,100
350,5200,4,2,256,314,100,100
351,5100,4,2,256,314,100,100
352,5200,4,2,256,314,100,100
353,5100,4,2,256,314,100,100
354,5100,4,2,256,314,100,100
355,5100,4,2,256,314,100,100
356,5100,4,2,256,314,100,100
357,5200,4,2,256,314,100,100
358,5200,4,2,256,314,100,100
359,5100,4,2,256,314,100,100
360,5100,4,2,256,314,100,100
361,5100,4,2,256,314,100,100
362,5100,4,2,256,314,100,100
363,5100,4,2,256,314,100,100
364,5100,4,2,256,314,100,100
365,5100,4,2,256,314,100,100
366,5100,4,2,256,314,100,100
367,5200,4,2,256,314,100,100
368,5200,4,2,256,314,100,100
369,5100,4,2,256,314,100,100
370,5200,4,2,256,314,100,100
371,5000,4,2,256,314,100,100
372,5200,4,2,256,314,100,100
373,5100,4,2,256,314,100,100
374,6200,4,2,256,314,100,100
375,5100,4,2,256,314,100,100
376,5200,4,2,256,314,100,100
377,5100,4,2,256,314,100,100
378,5100,4,2,256,314,100,100
379,5100,4,2,256,314,100,100
380,5100,4,2,256,314,100,100
381,5100,4,2,256,314,100,100
382,5200,4,2,256,314,100,100
383,5200,4,2,256,314,100,100
384,5200,4,2,256,314,100,100
385,5100,4,2,256,314,100,100
386,5200,4,2,256,314,100,100
387,5200,4,2,256,314,100,100
388,5100,4,2,256,314,100,100
389,5100,4,2,256,314,100,100
390,5200,4,2,256,314,100,100
391,5100,4,2,256,314,100,100
392,5200,4,2,256,314,100,100
393,5100,4,2,256,314,100,100
394,5200,4,2,256,314,100,100
395,5100,4,2,256,314,100,100
396,5100,4,2,256,314,100,100
397,5200,4,2,256,314,100,100
398,5100,4,2,256,314,100,100
399,5100,4,2,256,314,100,100
400,5300,4,2,256,314,100,100
401,5100,4,2,256,314,100,100
402,5200,4,2,256,314,100,100
403,5000,4,2,256,314,100,100
404,5200,4,2,256,314,100,100
405,5100,4,2,256,314,100,100
406,5100,4,2,256,314,100,100
407,5200,4,2,256,314,100,100
408,5300,4,2,256,314,100,100
409,5200,4,2,256,314,100,100
410,5200,4,2,256,314,100,100
411,5100,4,2,256,314,100,100
412,5200,4,2,256,314,100,100
413,5100,4,2,256,314,100,100
414,5200,4,2,256,314,100,100
415,5200,4,2,256,314,100,100
416,5200,4,2,256,314,100,100
417,5100,4,2,256,314,100,100
418,5100,4,2,256,314,100,100
419,5100,4,2,256,314,100,100
420,5200,4,2,256,314,100,100
421,5100,4,2,256,314,100,100
422,5100,4,2,256,314,100,100
423,5100,4,2,256,314,100,100
424,5100,4,2,256,314,100,100
425,5200,4,2,256,314,100,100
426,5200,4,2,256,314,100,100
427,5100,4,2,256,314,100,100
428,5200,4,2,256,314,100,100
429,5100,4,2,256,314,100,100
430,5100,4,2,256,314,100,100
431,5100,4,2,256,314,100,100
432,5200,4,2,256,314,100,100
433,5200,4,2,256,314,100,100
434,5100,4,2,256,314,100,100
435,5200,4,2,256,314,100,100
436,5200,4,2,256,314,100,100
437,5100,4,2,256,314,100,100
438,5100,4,2,256,314,100,100
439,5100,4,2,256,314,100,100
440,5200,4,2,256,314,100,100
441,5100,4,2,256,314,100,100
442,5200,4,2,256,314,100,100
443,5100,4,2,256,314,100,100
444,5100,4,2,256,314,100,100
445,5200,4,2,256,314,100,100
446,5100,4,2,256,314,100,100
447,5100,4,2,256,314,100,100
448,5200,4,2,256,314,100,100
449,5200,4,2,256,314,100,100
450,5100,4,2,256,314,100,100
451,5000,4,2,256,314,100,100
452,5200,4,2,256,314,100,100
453,5200,4,2,256,314,100,100
454,5200,4,2,256,314,100,100
455,5100,4,2,256,314,100,100
456,5200,4,2,256,314,100,100
457,5100,4,2,256,314,100,100
458,5100,4,2,256,314,100,100
459,5100,4,2,256,314,100,100
460,5200,4,2,256,314,100,100
461,5100,4,2,256,314,100,100
462,5100,4,2,256,314,100,100
463,5100,4,2,256,314,100,100
464,5200,4,2,256,314,100,100
465,5100,4,2,256,314,100,100
466,5100,4,2,256,314,100,100
467,5100,4,2,256,314,100,100
468,5100,4,2,256,314,100,100
469,5100,4,2,256,314,100,100
470,5100,4,2,256,314,100,100
471,5100,4,2,256,314,100,100
472,5200,4,2,256,314,100,100
473,5100,4,2,256,314,100,100
474,5100,4,2,256,314,100,100
475,5000,4,2,256,314,100,100
476,5200,4,2,256,314,100,100
477,5100,4,2,256,314,100,100
478,5100,4,2,256,314,100,100
479,5200,4,2,256,314,100,100
480,5200,4,2,256,314,100,100
481,5100,4,2,256,314,100,100
482,5100,4,2,256,314,100,100
483,5100,4,2,256,314,100,100
484,5200,4,2,256,314,100,100
485,5100,4,2,256,314,100,100
486,5200,4,2,256,314,100,100
487,5200,4,2,256,314,100,100
488,5000,4,2,256,314,100,100
489,5100,4,2,256,314,100,100
490,5100,4,2,256,314,100,100
491,5100,4,2,256,314,100,100
492,5100,4,2,256,314,100,100
493,5200,4,2,256,314,100,100
494,5200,4,2,256,314,100,100
495,5100,4,2,256,314,100,100
496,5000,4,2,256,314,100,100
497,5100,4,2,256,314,100,100
498,5200,4,2,256,314,100,100
499,6400,4,2,256,314,100,100
500,5200,4,2,256,314,100,100
501,5200,4,2,256,314,100,100
502,5200,4,2,256,314,100,100
503,5100,4,2,256,314,100,100
504,5300,4,2,256,314,100,100
505,5100,4,2,256,314,100,100
506,5300,4,2,256,314,100,100
507,5000,4,2,256,314,100,100
508,5200,4,2,256,314,100,100
509,5100,4,2,256,314,100,100
510,5200,4,2,256,314,100,100
511,5100,4,2,256,314,100,100
512,5200,4,2,256,314,100,100
513,5100,4,2,256,314,100,100
514,5200,4,2,256,314,100,100
515,5100,4,2,256,314,100,100
516,5100,4,2,256,314,100,100
517,5100,4,2,256,314,100,100
518,5200,4,2,256,314,100,100
519,5100,4,2,256,314,100,100
520,5100,4,2,256,314,100,100
521,5000,4,2,256,314,100,100
522,5100,4,2,256,314,100,100
523,5100,4,2,256,314,100,100
524,5200,4,2,256,314,100,100
525,5100,4,2,256,314,100,100
526,5200,4,2,256,314,100,100
527,5100,4,2,256,314,100,100
528,5200,4,2,256,314,100,100
529,5100,4,2,256,314,100,100
530,5200,4,2,256,314,100,100
531,5100,4,2,256,314,100,100
532,5100,4,2,256,314,100,100
533,5300,4,2,256,314,100,100
534,5200,4,2,256,314,100,100
535,5100,4,2,256,314,100,100
536,5200,4,2,256,314,100,100
537,5200,4,2,256,314,100,100
538,5200,4,2,256,314,100,100
539,5100,4,2,256,314,100,100
540,5300,4,2,256,314,100,100
541,5100,4,2,256,314,100,100
542,5200,4,2,256,314,100,100
543,5100,4,2,256,314,100,100
544,5200,4,2,256,314,100,100
545,5000,4,2,256,314,100,100
546,5200,4,2,256,314,100,100
547,5100,4,2,256,314,100,100
548,5200,4,2,256,314,100,100
549,5000,4,2,256,314,100,100
550,5200,4,2,256,314,100,100
551,5100,4,2,256,314,100,100
552,5200,4,2,256,314,100,100
553,5100,4,2,256,314,100,100
554,5200,4,2,256,314,100,100
555,5100,4,2,256,314,100,100
556,5100,4,2,256,314,100,100
557,5100,4,2,256,314,100,100
558,5200,4,2,256,314,100,100
559,5100,4,2,256,314,100,100
560,5200,4,2,256,314,100,100
561,5000,4,2,256,314,100,100
562,5100,4,2,256,314,100,100
563,5200,4,2,256,314,100,100
564,5100,4,2,256,314,100,100
565,5100,4,2,256,314,100,100
566,5200,4,2,256,314,100,100
567,5000,4,2,256,314,100,100
568,5200,4,2,256,314,100,100
569,5200,4,2,256,314,100,100
570,5100,4,2,256,314,100,100
571,5100,4,2,256,314,100,100
572,5100,4,2,256,314,100,100
573,5100,4,2,256,314,100,100
574,5200,4,2,256,314,100,100
575,5200,4,2,256,314,100,100
576,5200,4,2,256,314,100,100
577,5200,4,2,256,314,100,100
578,5300,4,2,256,314,100,100
579,5100,4,2,256,314,100,100
580,5200,4,2,256,314,100,100
581,5100,4,2,256,314,100,100
582,5100,4,2,256,314,100,100
583,5100,4,2,256,314,100,100
584,5200,4,2,256,314,100,100
585,5100,4,2,256,314,100,100
586,5200,4,2,256,314,100,100
587,5200,4,2,256,314,100,100
588,5200,4,2,256,314,100,100
589,5200,4,2,256,314,100,100
590,5200,4,2,256,314,100,100
591,5100,4,2,256,314,100,100
592,5200,4,2,256,314,100,100
593,5100,4,2,256,314,100,100
594,5200,4,2,256,314,100,100
595,5100,4,2,256,314,100,100
596,5100,4,2,256,314,100,100
597,5200,4,2,256,314,100,100
598,5200,4,2,256,314,100,100
599,5200,4,2,256,314,100,100
600,5200,4,2,256,314,100,100
601,5100,4,2,256,314,100,100
602,5200,4,2,256,314,100,100
603,5200,4,2,256,314,100,100
604,5100,4,2,256,314,100,100
605,5100,4,2,256,314,100,100
606,5100,4,2,256,314,100,100
607,5100,4,2,256,314,100,100
608,5100,4,2,256,314,100,100
609,5100,4,2,256,314,100,100
610,5200,4,2,256,314,100,100
611,5100,4,2,256,314,100,100
612,5100,4,2,256,314,100,100
613,5100,4,2,256,314,100,100
614,5100,4,2,256,314,100,100
615,5100,4,2,256,314,100,100
616,5100,4,2,256,314,100,100
617,5000,4,2,256,314,100,100
618,5100,4,2,256,314,100,100
619,5100,4,2,256,314,100,100
620,5100,4,2,256,314,100,100
621,5100,4,2,256,314,100,100
622,5200,4,2,256,314,100,100
623,5100,4,2,256,314,100,100
624,5200,4,2,256,314,100,100
625,5200,4,2,256,314,100,100
626,5100,4,2,256,314,100,100
627,5100,4,2,256,314,100,100
628,5200,4,2,256,314,100,100
629,5100,4,2,256,314,100,100
630,5100,4,2,256,314,100,100
631,5100,4,2,256,314,100,100
632,5100,4,2,256,314,100,100
633,5200,4,2,256,314,100,100
634,5100,4,2,256,314,100,100
635,5100,4,2,256,314,100,100
636,5200,4,2,256,314,100,100
637,5000,4,2,256,314,100,100
638,5200,4,2,256,314,100,100
639,5100,4,2,256,314,100,100
640,5100,4,2,256,314,100,100
641,5100,4,2,256,314,100,100
642,5200,4,2,256,314,100,100
643,5100,4,2,256,314,100,100
644,5100,4,2,256,314,100,100
645,5200,4,2,256,314,100,100
646,5200,4,2,256,314,100,100
647,5300,4,2,256,314,100,100
648,5200,4,2,256,314,100,100
649,5100,4,2,256,314,100,100
650,5100,4,2,256,314,100,100
651,5200,4,2,256,314,100,100
652,5200,4,2,256,314,100,100
653,5100,4,2,256,314,100,100
654,5100,4,2,256,314,100,100
655,5100,4,2,256,314,100,100
656,5200,4,2,256,314,100,100
657,5100,4,2,256,314,100,100
658,5200,4,2,256,314,100,100
659,5100,4,2,256,314,100,100
660,5200,4,2,256,314,100,100
661,5100,4,2,256,314,100,100
662,5100,4,2,256,314,100,100
663,5100,4,2,256,314,100,100
664,5200,4,2,256,314,100,100
665,5000,4,2,256,314,100,100
666,5100,4,2,256,314,100,100
667,5100,4,2,256,314,100,100
668,5100,4,2,256,314,100,100
669,5100,4,2,256,314,100,100
670,5100,4,2,256,314,100,100
671,5000,4,2,256,314,100,100
672,5200,4,2,256,314,100,100
673,5200,4,2,256,314,100,100
674,5200,4,2,256,314,100,100
675,5100,4,2,256,314,100,100
676,5000,4,2,256,314,100,100
677,5100,4,2,256,314,100,100
678,5200,4,2,256,314,100,100
679,5000,4,2,256,314,100,100
680,5100,4,2,256,314,100,100
681,5000,4,2,256,314,100,100
682,5100,4,2,256,314,100,100
683,5200,4,2,256,314,100,100
684,5200,4,2,256,314,100,100
685,5100,4,2,256,314,100,100
686,5200,4,2,256,314,100,100
687,5200,4,2,256,314,100,100
688,5200,4,2,256,314,100,100
689,5100,4,2,256,314,100,100
690,5100,4,2,256,314,100,100
691,5100,4,2,256,314,100,100
692,5100,4,2,256,314,100,100
693,5100,4,2,256,314,100,100
694,5100,4,2,256,314,100,100
695,5100,4,2,256,314,100,100
696,5100,4,2,256,314,100,100
697,5100,4,2,256,314,100,100
698,5200,4,2,256,314,100,100
699,5100,4,2,256,314,100,100
700,5200,4,2,256,314,100,100
701,5100,4,2,256,314,100,100
702,5200,4,2,256,314,100,100
703,5200,4,2,256,314,100,100
704,5100,4,2,256,314,100,100
705,5100,4,2,256,314,100,100
706,5100,4,2,256,314,100,100
707,5200,4,2,256,314,100,100
708,5100,4,2,256,314,100,100
709,5100,4,2,256,314,100,100
710,5100,4,2,256,314,100,100
711,5100,4,2,256,314,100,100
712,5200,4,2,256,314,100,100
713,5100,4,2,256,314,100,100
714,5100,4,2,256,314,100,100
715,5000,4,2,256,314,100,100
716,5200,4,2,256,314,100,100
717,5100,4,2,256,314,100,100
718,5200,4,2,256,314,100,100
719,5100,4,2,256,314,100,100
720,5200,4,2,256,314,100,100
721,5100,4,2,256,314,100,100
722,5300,4,2,256,314,100,100
723,5000,4,2,256,314,100,100
724,5100,4,2,256,314,100,100
725,5100,4,2,256,314,100,100
726,5100,4,2,256,314,100,100
727,5200,4,2,256,314,100,100
728,5300,4,2,256,314,100,100
729,5000,4,2,256,314,100,100
730,5200,4,2,256,314,100,100
731,5100,4,2,256,314,100,100
732,5100,4,2,256,314,100,100
733,5100,4,2,256,314,100,100
734,5100,4,2,256,314,100,100
735,5000,4,2,256,314,100,100
736,5200,4,2,256,314,100,100
737,5100,4,2,256,314,100,100
738,5100,4,2,256,314,100,100
739,5200,4,2,256,314,100,100
740,5200,4,2,256,314,100,100
741,5100,4,2,256,314,100,100
742,5200,4,2,256,314,100,100
743,5100,4,2,256,314,100,100
744,5200,4,2,256,314,100,100
745,5000,4,2,256,314,100,100
746,5100,4,2,256,314,100,100
747,5100,4,2,256,314,100,100
748,5200,4,2,256,314,100,100
749,5100,4,2,256,314,100,100
750,5200,4,2,256,314,100,100
751,5100,4,2,256,314,100,100
752,5100,4,2,256,314,100,100
753,5100,4,2,256,314,100,100
754,5200,4,2,256,314,100,100
755,5100,4,2,256,314,100,100
756,5200,4,2,256,314,100,100
757,5100,4,2,256,314,100,100
758,5200,4,2,256,314,100,100
759,5100,4,2,256,314,100,100
760,5200,4,2,256,314,100,100
761,5200,4,2,256,314,100,100
762,5100,4,2,256,314,100,100
763,5000,4,2,256,314,100,100
764,5200,4,2,256,314,100,100
765,5000,4,2,256,314,100,100
766,5100,4,2,256,314,100,100
767,5100,4,2,256,314,100,100
768,5200,4,2,256,314,100,100
769,5100,4,2,256,314,100,100
770,5100,4,2,256,314,100,100
771,5100,4,2,256,314,100,100
772,5200,4,2,256,314,100,100
773,5100,4,2,256,314,100,100
774,5100,4,2,256,314,100,100
775,5100,4,2,256,314,100,100
776,5200,4,2,256,314,100,100
777,5200,4,2,256,314,100,100
778,5100,4,2,256,314,100,100
779,5100,4,2,256,314,100,100
780,5200,4,2,256,314,100,100
781,5100,4,2,256,314,100,100
782,5200,4,2,256,314,100,100
783,5100,4,2,256,314,100,100
784,5100,4,2,256,314,100,100
785,5100,4,2,256,314,100,100
786,5200,4,2,256,314,100,100
787,5100,4,2,256,314,100,100
788,5100,4,2,256,314,100,100
789,5100,4,2,256,314,100,100
790,5200,4,2,256,314,100,100
791,5100,4,2,256,314,100,100
792,5200,4,2,256,314,100,100
793,5100,4,2,256,314,100,100
794,5300,4,2,256,314,100,100
795,5100,4,2,256,314,100,100
796,5100,4,2,256,314,100,100
797,5000,4,2,256,314,100,100
798,5200,4,2,256,314,100,100
799,5100,4,2,256,314,100,100
800,5200,4,2,256,314,100,100
801,5100,4,2,256,314,100,100
802,5200,4,2,256,314,100,100
803,5100,4,2,256,314,100,100
804,5200,4,2,256,314,100,100
805,5100,4,2,256,314,100,100
806,5200,4,2,256,314,100,100
807,5100,4,2,256,314,100,100
808,5100,4,2,256,314,100,100
809,5100,4,2,256,314,100,100
810,5100,4,2,256,314,100,100
811,5100,4,2,256,314,100,100
812,5200,4,2,256,314,100,100
813,5100,4,2,256,314,100,100
814,5100,4,2,256,314,100,100
815,5100,4,2,256,314,100,100
